"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mr88","mr89","mr90","mr91"
"2815","ANKIB1",592.50591530638,-0.265360197588438,0.0950814317272361,-2.79087296823304,0.00525660986051903,0.0238368116765632,532.700564291632,543.489745736624,654.551788819924,639.28156237734
"2816","INPP4B",276.46474361054,-0.393177307778216,0.140918301412926,-2.79010819628111,0.00526904302746147,0.023884706763333,229.13958096368,248.684991809603,321.345029766619,306.689371902257
"2817","TRMT10C",324.507765660848,0.359850448797844,0.128981459936243,2.78993933682967,0.00527179181265716,0.0238886838795061,363.293951015065,366.245169755961,282.524824828369,285.967117043997
"2818","FBXO8",172.652250435363,-0.513164002259608,0.183946913937712,-2.78973966605048,0.00527504383266109,0.0238949377302764,138.071285965294,146.498067902384,182.239295404559,223.800352469215
"2819","ACOT9",184.91969830065,0.502808400054557,0.180312903204461,2.78853255157458,0.00529474261851643,0.0239756614137504,216.409604243475,217.034174670199,173.612583196059,132.622431092868
"2820","SLC38A6",63.0946413717505,-0.839115015275926,0.300950776064539,-2.78821349540557,0.00529996035551505,0.0239907779922516,48.9614489238632,41.5982168117882,84.1104440328733,77.7084557184773
"2821","FAM129B",1708.90018373868,0.157182594853023,0.0563799271356424,2.78791766571219,0.00530480240345747,0.0240041838639258,1827.24127383857,1776.96730511226,1607.80348785916,1623.58866814472
"2822","HMGB3",217.655697610326,0.444090544770956,0.159319649440353,2.78741854084494,0.00531298098140153,0.0240326726532922,260.474908274952,241.450519320597,181.160956378496,187.536406467259
"2823","PTPRU",334.820218683235,-0.367542013831508,0.131889922449303,-2.78673311050575,0.00532423088797695,0.0240750291480786,279.08025886602,305.656462660531,350.460183470305,404.083969736082
"2824","MLLT1",1463.12546568826,0.185519437020569,0.0665903026412237,2.78598278821639,0.00533657052160703,0.0241222814122924,1651.95928669114,1463.17206090159,1374.88225822966,1362.48825693064
"2825","PNISR",414.869647295337,-0.317599608570217,0.114152519477266,-2.78223914833056,0.00539852434332694,0.024393686103564,379.940843649178,359.010697266955,461.529103154741,458.997945110473
"2826","GORASP2",787.965669795027,-0.228773634862855,0.0822585484370634,-2.78115331731013,0.00541661495122211,0.0244667692329619,731.484046922516,719.830012656161,854.044508641483,846.504110959946
"2827","NCDN",683.31331416074,-0.246167135019937,0.0885393858831079,-2.78031220303395,0.00543066602806012,0.0245197200229804,619.851943376108,630.303415604704,751.602301165547,731.4955964966
"2828","SF3A2",354.824939817953,0.364841046305573,0.131227319574312,2.78022173651858,0.0054321792577351,0.0245197200229804,370.148553864406,428.642494973644,287.916519958682,332.592190475083
"2829","MANBA",216.679891145315,-0.449492806152162,0.161721873362982,-2.77941874407603,0.00544562757309696,0.0245717341712912,176.261216125907,189.904902836424,267.428078463495,233.125367155432
"2830","GPSM1",315.623782072496,0.367960689772132,0.132410484195673,2.77893923587176,0.00545367258119349,0.0245993393989169,350.56397429486,360.819315389206,262.036383333182,289.075455272736
"2831","RGS16",11.0657664953191,2.31289146584161,0.832891092007266,2.77694345399655,0.00548727244031432,0.0247421521372703,20.5638085480225,16.2775631002649,4.31335610424991,3.10833822873909
"2832","ARHGAP19",214.375902477986,0.466136064327452,0.167929800893634,2.77577929496088,0.00550695773772652,0.0248139585339529,259.495679296475,237.833283076093,201.649397873683,158.525249665694
"2833","ACOT2",216.773468431719,-0.464207236466633,0.167235376882055,-2.7757717602659,0.00550708535265872,0.0248139585339529,204.658856501748,160.062703819272,260.95804430712,241.414269098736
"2834","RBM3",1192.63159733224,0.186388662644037,0.0671571721890761,2.77540963337874,0.00551322183391905,0.0248328428757857,1263.20538223567,1275.98008524855,1099.90580658373,1131.43511526103
"2835","GNL3L",657.464483590795,0.261557857430181,0.0942488853469788,2.77518250181157,0.00551707387812895,0.0248414278851203,691.335658804948,742.437739184307,566.127988682801,629.956547691123
"2836","CD59",492.836867718877,-0.29468905356751,0.106196950382929,-2.77492952956661,0.00552136702714105,0.0248519922783694,433.798437465428,451.250221501789,567.206327708864,519.092484199429
"2837","CCDC146",17.6806426185701,-1.66755663553006,0.600990940920268,-2.77467848845876,0.00552563038347865,0.0248624151727547,8.81306080629537,8.13878155013247,23.7234585733745,30.0472695444779
"2838","GNB2L1",8009.7528170812,0.0751535498686418,0.0270977049980097,2.77342859382969,0.0055469012227967,0.0249493284386892,8203.00115270404,8233.73400155068,7765.11932667591,7837.15678739417
"2839","GOLGA8A",339.676572827045,-0.34964425109186,0.126205331949935,-2.77043961368099,0.00559806794267665,0.0251706013695905,303.560983327952,293.900444865895,389.280388408555,371.964474705778
"2840","LSM2",147.027556262332,0.539011484611856,0.194601149360963,2.76982682980999,0.00560861030889255,0.0252091234482442,167.448155319612,180.861812225166,117.53895384081,122.261303663738
"2841","GCFC2",616.782246926017,-0.260976318592027,0.0942536769582053,-2.76887148612516,0.00562508182638573,0.0252742588925779,552.285143861177,569.714708509273,694.450332784236,650.678802549383
"2842","ACTL10",79.0955562697685,0.745693340417835,0.269365079544714,2.76833708986413,0.00563431461844007,0.0253068353639646,96.9436688692491,101.282614846093,53.9169513031239,64.2389900606079
"2843","FAM111A",1106.62303636687,-0.192413374755529,0.0695321509511356,-2.76725762289087,0.00565300633615427,0.0253729345573169,1019.37736659483,1046.28558372259,1178.62455548629,1182.20463966377
"2844","TRIP11",730.846167475253,-0.25007662340261,0.0903681619185187,-2.76730895144347,0.00565211628164291,0.0253729345573169,713.857925309925,622.164634054571,794.735862208047,792.626248328469
"2845","CTNNA2",42.0943576645405,1.04431131737921,0.377510873177646,2.76630791740873,0.00566949737885025,0.0254380084502718,50.9199068808177,62.3973252176823,30.1934927297494,24.8667058299127
"2846","PIM1",26.1808736035838,1.40713059102311,0.508733100869576,2.76595053205288,0.00567571438128287,0.0254569550516781,35.2522432251815,40.6939077506624,20.4884414951871,8.28890194330425
"2847","LPIN2",639.262559614731,-0.254568318431483,0.0920417213771578,-2.76579267122073,0.00567846245343871,0.0254603348149438,599.288134828085,567.001781325896,695.528671810299,695.231650494644
"2848","MSH2",90.8039242173054,0.702664499962236,0.254220171765621,2.76399978444692,0.00570975770205281,0.0255916632958933,117.507477417272,107.612778273974,60.3869854594988,77.7084557184773
"2849","PIK3R3",825.820461096238,0.22419285836525,0.0811342415274186,2.76323355151457,0.00572317985408412,0.0256428188267405,902.849118156037,877.179789292055,745.132267009173,778.120669927686
"2850","RAE1",183.931074199988,0.479540182220673,0.173575310910366,2.76272114798808,0.00573217153003152,0.0256740945897728,210.534230372612,217.938483731325,146.654107544497,160.59747515152
"2851","RSPH1",56.6851242681299,-0.882353987448345,0.319406584748576,-2.7624790144602,0.00573642492891773,0.0256841333629024,36.2314722036588,43.4068349340398,78.7187489025609,68.3834410322601
"2852","ATP7B",217.368266161077,-0.440685386319489,0.15962568652387,-2.76074230856066,0.00576701600068178,0.0258120474224064,189.970421824589,179.053194102914,238.312924759808,262.136523956997
"2853","RBL1",96.6761767027844,0.695792064909784,0.252052861795166,2.76050055513843,0.00577128599120914,0.025822105039532,125.34130924509,113.942941701855,60.3869854594988,87.0334704046946
"2854","CEP135",56.5889251041615,0.887908508152798,0.321706781836582,2.75999313127266,0.00578025768137062,0.0258441293529583,76.3798603212266,70.5361067678148,44.2119000685616,35.2278332590431
"2855","TMEM8B",231.372127802474,-0.436913907484947,0.158301305110168,-2.76001456324622,0.00577987849144341,0.0258441293529583,213.471917308044,179.95750316404,278.211468724119,253.847622013693
"2856","MTMR1",369.92994838483,0.337720935611528,0.122368274282196,2.75987332168061,0.0057823778522601,0.0258445564720239,418.130773809792,407.843386567749,342.911810287868,310.833822873909
"2857","PELI2",46.9074793706422,0.970142383607454,0.351601436162431,2.75921052597542,0.0057941194718472,0.0258879716689288,63.6498836010221,60.5887070954306,31.2718317558119,32.119495030304
"2858","POLR3A",586.571139841805,0.263401495050197,0.0955620423646762,2.75634015904585,0.00584521738437435,0.0260888810879505,643.353438859562,636.633579032584,532.699478874864,533.598062600211
"2859","TMEM132A",1223.68207098125,0.290293642053255,0.105314926739751,2.7564339741755,0.00584354089833559,0.0260888810879505,1385.60900454533,1307.63090238795,1025.50041378542,1175.98796320629
"2860","LMF2",512.786890186518,-0.287242825978359,0.104205478890335,-2.75650406329068,0.00584228868152465,0.0260888810879505,438.694582357814,484.709656763445,567.206327708864,560.53699391595
"2861","CGN",377.871900245108,0.335065670375138,0.121612483301933,2.75519141849323,0.00586578068405944,0.0261475358534993,414.213857895883,428.642494973644,352.61686152243,316.014386588475
"2862","DIEXF",261.052233906347,0.404116569613312,0.1466636311946,2.75539727416889,0.00586209092739537,0.0261475358534993,288.872548650793,305.656462660531,238.312924759808,211.366999554258
"2863","DNAJB12",539.290898317954,-0.277289538599936,0.10064414002148,-2.75514837267978,0.00586655250171734,0.0261475358534993,505.282152894268,470.240711785432,594.164803360426,587.475925231689
"2864","NR2F2",363.676372720893,0.345371710826942,0.125346285008354,2.7553406214147,0.00586310616251738,0.0261475358534993,391.691591390906,422.312331545763,300.856588271432,339.844979675474
"2865","MED28",356.772898998485,0.34598812558712,0.125586513849432,2.75497834108154,0.00586960208787956,0.0261519967370969,402.463110154155,396.087368773114,334.285098079368,294.256018987301
"2866","OXCT1",876.554672151737,-0.228391308038314,0.0829253777530272,-2.75417868723518,0.00588396337755017,0.0262068361878674,786.320869717243,828.34709999126,889.629696501545,1001.9210223969
"2867","FERMT1",53.534458368789,0.925533536674556,0.33617469478849,2.75313267483405,0.00590279692357778,0.026281549609163,59.7329676871131,80.4835064401989,35.5851878600618,38.3361714877822
"2868","ABHD6",164.88097107581,-0.508696890087932,0.184826447494373,-2.75229490683912,0.00591792017575993,0.0263396970165884,142.967430857681,129.316195740994,204.884414951871,182.355842752693
"2869","P4HA2",245.027359899616,-0.414958451462954,0.150869753762707,-2.7504416300408,0.00595149936498932,0.0264799196215018,222.284978114339,198.043684386557,271.741434567745,288.039342529823
"2870","GRHL1",193.285515964313,-0.466906144913678,0.169864918161899,-2.74869084191162,0.0059833791964511,0.026612486216968,163.531239405703,160.967012880398,238.312924759808,210.330886811345
"2871","CLCN2",127.889281598557,0.581402152952475,0.211562977218327,2.74812805433573,0.00599365954059033,0.0266489251256132,141.008972900726,165.488558186027,103.520546501998,101.539048805477
"2872","CCP110",217.558856188635,0.437284782034633,0.159146907750566,2.74768004113532,0.00600185469514426,0.0266760707463497,241.869557683884,258.632391481987,181.160956378496,188.572519210172
"2873","TTPAL",278.132826228127,0.388713455395984,0.141486943419627,2.7473450623859,0.0060079887938809,0.0266940400117959,328.041707789883,302.943535477153,231.842890603433,249.70317104204
"2874","UTP14C",422.260220041124,-0.313950855338075,0.114289984490048,-2.74696734572936,0.00601491227995136,0.026715502871809,358.397806122679,394.278750650862,469.077476337178,467.286847053777
"2875","C21orf58",99.4077247511844,0.66059353945559,0.240583886396569,2.7457929512648,0.00603648468616162,0.0268019920065576,123.382851288135,120.273105129735,69.0136976679986,84.9612449188685
"2876","CS",1738.65580002681,0.16338616401962,0.0595284138572648,2.74467524720853,0.00605708045726101,0.0268747417577118,1818.42821303228,1854.73788436908,1722.10742462178,1559.34967808411
"2877","UBE2E3",260.675729623589,0.401447430966105,0.146262597394815,2.74470328106136,0.00605656310853913,0.0268747417577118,312.374044134247,281.240118010133,223.216178394933,225.872577955041
"2878","FSIP1",18.4258497140967,1.63239235020986,0.595285879613215,2.74219901078537,0.00610293534471367,0.0270687872394962,31.3353273112724,24.4163446503974,8.62671220849983,9.32501468621728
"2879","SBDS",460.843889645509,-0.298846856095161,0.108999855488743,-2.74171791104828,0.0061118805280414,0.0270990465232541,429.881521551519,396.991677834239,504.66266419724,511.839694999037
"2880","GPC2",59.3083726654173,0.910339520933406,0.332069476028697,2.74141282667828,0.00611755913925418,0.0271148063932568,59.7329676871131,94.9524514182122,44.2119000685616,38.3361714877822
"2881","SUN2",1111.0941740881,-0.191448309127319,0.0699548514721121,-2.73674098505721,0.0062051128145371,0.0274933235257085,1021.33582455179,1053.52005621159,1162.44947009535,1207.07134549368
"2882","OCEL1",143.890159918348,-0.540114273130091,0.197534769049135,-2.7342744557326,0.00625179097299621,0.0276905314955921,108.694416610976,125.69895949649,166.064210013622,175.103053552302
"2883","HMGN5",93.873929407014,0.672827138564246,0.246173081514749,2.73314667235026,0.00627323897819054,0.0277758916255991,121.424393331181,109.421396396225,69.0136976679986,75.6362302326513
"2884","SPC24",45.7146763197303,1.0168957603919,0.372090350742012,2.73292698497566,0.00627742465753056,0.0277770500126694,61.6914256440676,60.5887070954306,38.8202049382492,21.7583676011737
"2885","GPR146",23.8092517592926,-1.38499014664325,0.506783216308235,-2.73290452815801,0.0062778526663965,0.0277770500126694,13.7092056986817,12.6603268557616,38.8202049382492,30.0472695444779
"2886","FAM134A",613.72672016255,-0.259021232859441,0.0947986777572747,-2.73232959559464,0.00628881936724314,0.0278159318166524,581.662013215495,536.255273247617,671.805213236924,665.184380950166
"2887","IL6ST",876.037934262977,-0.213887536738246,0.0782845750040662,-2.73217982887608,0.00629167896114118,0.0278189407478237,816.676968050038,805.739373463115,956.486716117418,925.248679421337
"2888","DENND1C",216.367864546575,-0.441497445925118,0.161661045001662,-2.73100700246357,0.00631411300398962,0.0279084669307228,187.032734889157,179.95750316404,267.428078463495,231.053141669606
"2889","RBMXL1",166.801033498063,0.495797348970077,0.181597173805121,2.73020410274742,0.0063295125079491,0.0279668491394843,197.804253652407,192.617830019802,135.870717283872,140.911333036172
"2890","SLC25A39",1176.43933047238,-0.185176146486884,0.0678612724658838,-2.72874556809966,0.00635757349709757,0.0280811161558652,1087.92339508824,1114.10876330702,1229.30648971123,1274.41867378303
"2891","ZNF827",367.566515651563,0.348950615648216,0.127917399076334,2.72793707633144,0.00637317638680905,0.0281402962911164,406.380026068064,416.886477179008,355.851878600618,291.147680758562
